timestamp,equipment_id,temperature,arc_voltage,current,pressure,slag_height,vibration
2024-06-02 11:45:00,LF-002,1649.72,251.36,35185.58,0.53,12.25,2.4
2024-06-02 12:00:00,LF-002,1526.49,226.94,32254.24,0.61,19.23,1.75
2024-06-02 12:15:00,LF-002,1639.77,239.97,36691.04,0.53,17.81,1.65
2024-06-02 12:30:00,LF-002,1481.75,256.06,35855.95,0.51,17.71,2.17
2024-06-02 12:45:00,LF-002,1652.86,249.28,33890.7,0.45,13.98,1.93
2024-06-02 13:00:00,LF-002,1552.48,257.69,32219.42,0.53,15.44,2.08
2024-06-02 13:15:00,LF-002,1593.89,234.03,34347.19,0.51,16.18,2.21
2024-06-02 13:30:00,LF-002,1630.7,250.97,33252.74,0.53,16.02,1.79
2024-06-02 13:45:00,LF-002,1513.75,248.61,34527.88,0.52,13.58,1.57
2024-06-02 14:00:00,LF-002,1669.99,262.52,37094.01,0.54,14.18,1.95
2024-06-02 14:15:00,LF-002,1538.41,237.5,29593.17,0.42,12.23,1.77
2024-06-02 14:30:00,LF-002,1537.71,244.26,34813.29,0.46,15.63,1.93
2024-06-02 14:45:00,LF-002,1608.67,271.84,36715.46,0.46,12.75,1.87
2024-06-02 15:00:00,LF-002,1698.09,295.12,27675.68,0.48,10.12,-0.2
2024-06-02 15:15:00,LF-002,1514.58,245.87,34944.96,0.46,14.82,4.97
2024-06-02 15:30:00,LF-002,1528.69,280.86,33581.31,0.51,16.22,1.87
2024-06-02 15:45:00,LF-002,1635.6,260.62,36468.63,0.73,17.73,1.63
2024-06-02 16:00:00,LF-002,1573.44,187.66,34733.56,0.51,15.93,2.17
2024-06-02 16:15:00,LF-002,1661.35,270.23,36102.49,0.47,17.4,1.58
2024-06-02 16:30:00,LF-002,1972.2,260.57,33325.98,0.58,14.52,2.14
2024-06-02 16:45:00,LF-002,1480.83,249.67,37043.87,0.43,15.82,2.51
2024-06-02 17:00:00,LF-002,1538.64,239.7,36119.73,0.53,15.76,1.61
2024-06-02 17:15:00,LF-002,1517.22,219.29,35151.29,0.55,16.36,2.27
2024-06-02 17:30:00,LF-002,1588.55,231.66,35944.81,0.57,13.6,2.14
2024-06-02 17:45:00,LF-002,1381.5,244.21,34910.35,0.52,14.89,2.23
2024-06-02 18:00:00,LF-002,1606.38,232.59,44643.67,0.45,15.26,2.11
2024-06-02 18:15:00,LF-002,1476.35,230.77,33985.45,0.44,15.17,2.12
2024-06-02 18:30:00,LF-002,1639.39,246.98,37993.32,0.52,13.83,2.33
2024-06-02 18:45:00,LF-002,1578.37,239.93,35146.15,0.46,14.51,2.33
2024-06-02 19:00:00,LF-002,1661.77,263.53,36158.56,0.55,15.43,1.53
2024-06-02 19:15:00,LF-002,1482.37,245.14,33883.51,0.5,14.51,1.8
2024-06-02 19:30:00,LF-002,1643.03,298.72,33432.52,0.49,15.23,1.52
2024-06-02 19:45:00,LF-002,1567.01,258.87,38491.43,0.48,14.26,2.48
2024-06-02 20:00:00,LF-002,1656.6,259.46,35383.89,0.51,14.74,1.02
2024-06-02 20:15:00,LF-002,1518.32,255.55,37737.23,0.55,6.46,1.81
2024-06-02 20:30:00,LF-002,1505.72,256.85,35234.34,0.52,14.03,2.3
2024-06-02 20:45:00,LF-002,1606.99,230.0,37007.93,0.5,17.82,2.46
2024-06-02 21:00:00,LF-002,1590.2,240.64,36038.14,0.49,26.59,2.12
2024-06-02 21:15:00,LF-002,2060.09,244.98,33156.17,0.42,12.85,1.67
2024-06-02 21:30:00,LF-002,1661.13,252.12,31588.4,0.47,17.73,1.65
2024-06-02 21:45:00,LF-002,1543.87,250.33,37341.93,0.23,13.98,2.23
2024-06-02 22:00:00,LF-002,1295.58,242.95,33500.6,0.5,18.69,1.67
2024-06-02 22:15:00,LF-002,1492.23,270.84,33807.98,0.5,17.41,2.68
2024-06-02 22:30:00,LF-002,1549.89,254.25,32177.99,0.48,14.86,1.81
2024-06-02 22:45:00,LF-002,1530.85,238.4,32917.94,0.49,14.36,1.66
2024-06-02 23:00:00,LF-002,1547.65,263.37,35277.67,0.72,15.16,1.91
2024-06-02 23:15:00,LF-002,1614.25,246.91,34374.76,0.48,15.66,3.41
2024-06-02 23:30:00,LF-002,1546.5,311.34,34870.93,0.53,13.72,2.25
2024-06-02 23:45:00,LF-002,1558.74,233.71,38752.38,0.47,14.04,2.05
2024-06-03 00:00:00,LF-002,1448.45,242.08,35127.92,0.46,12.58,1.34
2024-06-03 00:15:00,LF-002,1599.81,244.11,34953.79,0.5,17.19,2.28
2024-06-03 00:30:00,LF-002,1529.13,309.27,32555.94,0.51,15.38,1.71
2024-06-03 00:45:00,LF-002,1602.48,261.4,33103.24,0.57,13.72,2.25
2024-06-03 01:00:00,LF-002,1464.66,238.04,36117.37,0.46,12.28,2.23
2024-06-03 01:15:00,LF-002,1538.69,252.55,32735.28,0.6,12.34,2.06
2024-06-03 01:30:00,LF-002,1711.34,222.7,46380.18,0.48,13.83,2.65
2024-06-03 01:45:00,LF-002,1575.85,245.08,33609.37,0.53,13.22,1.54
2024-06-03 02:00:00,LF-002,1521.91,256.61,36441.34,0.4,17.38,2.6
2024-06-03 02:15:00,LF-002,1563.68,240.36,37657.64,0.55,14.87,1.95
2024-06-03 02:30:00,LF-002,1584.84,263.74,33163.34,0.53,17.47,2.26
2024-06-03 02:45:00,LF-002,1520.38,244.52,33396.52,0.58,14.59,1.6
2024-06-03 03:00:00,LF-002,1622.4,242.65,36290.92,0.53,14.6,2.11
2024-06-03 03:15:00,LF-002,1662.74,278.98,31349.04,0.51,18.57,2.37
2024-06-03 03:30:00,LF-002,1614.67,252.96,35084.35,0.52,16.15,4.57
2024-06-03 03:45:00,LF-002,1317.26,315.89,33591.49,0.47,14.74,2.33
2024-06-03 04:00:00,LF-002,1380.42,243.7,33371.21,0.49,14.7,2.05
2024-06-03 04:15:00,LF-002,1582.1,220.65,37795.81,0.56,6.8,2.34
2024-06-03 04:30:00,LF-002,1549.79,273.3,29095.36,0.56,19.74,2.72
2024-06-03 04:45:00,LF-002,1635.72,233.47,37107.93,0.5,13.51,2.29
2024-06-03 05:00:00,LF-002,1605.17,254.22,29292.94,0.53,1.71,3.8
2024-06-03 05:15:00,LF-002,1146.74,246.82,35919.3,0.53,14.8,1.27
2024-06-03 05:30:00,LF-002,1603.4,268.39,44277.89,0.47,17.25,2.1
2024-06-03 05:45:00,LF-002,1512.58,241.28,37469.68,0.52,14.59,1.71
2024-06-03 06:00:00,LF-002,1236.34,265.76,28886.06,0.51,16.31,1.55
2024-06-03 06:15:00,LF-002,1577.02,261.03,37080.07,0.46,24.41,2.03
2024-06-03 06:30:00,LF-002,1595.65,275.12,35425.82,0.54,10.1,2.18
2024-06-03 06:45:00,LF-002,1636.85,283.27,34531.63,0.5,17.98,2.07
2024-06-03 07:00:00,LF-002,1577.2,261.56,36836.27,0.55,12.97,2.3
2024-06-03 07:15:00,LF-002,1590.13,246.29,32472.89,0.46,11.97,1.83
2024-06-03 07:30:00,LF-002,1874.87,224.69,35637.2,0.46,16.16,1.97
2024-06-03 07:45:00,LF-002,1686.04,270.23,34040.99,0.52,15.85,2.31
2024-06-03 08:00:00,LF-002,1588.55,194.63,32954.92,0.52,18.14,1.84
2024-06-03 08:15:00,LF-002,1555.02,229.0,35231.34,0.48,16.34,2.55
2024-06-03 08:30:00,LF-002,1543.25,240.72,34138.45,0.46,14.25,2.02
2024-06-03 08:45:00,LF-002,1549.84,248.3,35763.85,0.46,16.28,1.84
2024-06-03 09:00:00,LF-002,1609.82,237.3,39090.83,0.28,15.09,1.68
2024-06-03 09:15:00,LF-002,1221.56,240.89,35615.66,0.43,18.1,2.06
2024-06-03 09:30:00,LF-002,1535.31,242.03,44691.62,0.54,16.59,1.79
2024-06-03 09:45:00,LF-002,1572.6,250.64,37854.39,0.24,14.0,1.93
2024-06-03 10:00:00,LF-002,1537.96,239.16,32858.0,0.49,14.84,2.7
2024-06-03 10:15:00,LF-002,1597.84,251.42,34773.83,0.47,12.93,1.91
2024-06-03 10:30:00,LF-002,1668.69,214.64,36788.38,0.25,15.43,2.53
2024-06-03 10:45:00,LF-002,1554.86,260.78,31996.48,0.57,13.74,2.07
2024-06-03 11:00:00,LF-002,1518.12,245.7,33095.62,0.56,11.21,2.39
2024-06-03 11:15:00,LF-002,1575.4,230.11,35440.09,0.52,11.16,2.31
2024-06-03 11:30:00,LF-002,1595.68,244.27,35858.31,0.44,16.15,2.42
2024-06-03 11:45:00,LF-002,1580.51,254.79,35503.21,0.58,22.57,2.32
2024-06-03 12:00:00,LF-002,1626.61,248.23,31022.37,0.39,18.47,1.76
2024-06-03 12:15:00,LF-002,1656.27,317.77,31141.03,0.59,14.19,1.99
2024-06-03 12:30:00,LF-002,1601.41,253.05,36863.7,0.35,12.52,1.79
2024-06-03 12:45:00,LF-002,1576.27,253.61,34546.11,0.5,10.22,2.39
2024-06-03 13:00:00,LF-002,1750.68,246.38,37640.95,0.5,16.41,2.05
2024-06-03 13:15:00,LF-002,1523.23,248.35,35115.61,0.37,28.41,2.98
2024-06-03 13:30:00,LF-002,1509.0,252.03,35231.02,0.56,13.82,-0.32
2024-06-03 13:45:00,LF-002,1649.7,260.07,37113.31,0.47,17.65,1.36
2024-06-03 14:00:00,LF-002,1613.83,153.73,35331.16,0.47,15.35,1.77
2024-06-03 14:15:00,LF-002,1609.96,259.85,35766.31,0.54,15.53,1.06
2024-06-03 14:30:00,LF-002,1542.57,257.68,34938.42,0.55,19.28,1.81
2024-06-03 14:45:00,LF-002,1686.82,222.76,32674.34,0.61,16.0,1.15
2024-06-03 15:00:00,LF-002,1566.96,244.07,36080.34,0.48,13.69,2.04
2024-06-03 15:15:00,LF-002,1657.22,244.72,34899.6,0.5,14.66,1.91
2024-06-03 15:30:00,LF-002,1519.35,232.48,36296.93,0.52,14.13,1.58
2024-06-03 15:45:00,LF-002,1564.45,255.51,30808.59,0.64,17.04,1.7
2024-06-03 16:00:00,LF-002,1454.8,257.24,35449.43,0.46,10.93,1.77
2024-06-03 16:15:00,LF-002,1478.43,255.35,35003.73,0.44,15.69,1.78
2024-06-03 16:30:00,LF-002,1694.59,233.75,37505.24,0.51,16.74,2.03
2024-06-03 16:45:00,LF-002,1507.35,251.5,35702.94,0.49,18.73,2.18
2024-06-03 17:00:00,LF-002,1724.55,234.81,31186.21,0.57,7.12,2.13
2024-06-03 17:15:00,LF-002,1634.59,247.27,30603.81,0.52,13.68,2.12
2024-06-03 17:30:00,LF-002,1599.11,265.05,35632.75,0.5,13.58,1.66
2024-06-03 17:45:00,LF-002,1567.14,267.15,34404.41,0.48,15.38,2.53
2024-06-03 18:00:00,LF-002,1624.78,245.86,32415.09,0.52,19.32,1.94
2024-06-03 18:15:00,LF-002,1519.33,257.8,36009.02,0.49,14.48,2.02
2024-06-03 18:30:00,LF-002,1546.39,251.05,36157.86,0.5,11.37,2.51
2024-06-03 18:45:00,LF-002,1589.18,256.87,33334.58,0.44,16.71,1.14
2024-06-03 19:00:00,LF-002,1415.56,262.09,35727.48,0.5,14.56,1.48
2024-06-03 19:15:00,LF-002,1571.96,244.83,35074.73,0.53,15.02,1.64
2024-06-03 19:30:00,LF-002,1530.05,260.63,31599.31,0.44,13.47,2.11
2024-06-03 19:45:00,LF-002,1622.4,231.22,33089.67,0.52,13.82,2.34
2024-06-03 20:00:00,LF-002,1654.18,258.09,36574.78,0.5,16.93,2.31
2024-06-03 20:15:00,LF-002,1527.78,286.29,33827.11,0.44,15.14,1.96
2024-06-03 20:30:00,LF-002,1583.24,220.48,35306.21,0.55,19.61,1.81
2024-06-03 20:45:00,LF-002,1649.62,264.81,32174.07,0.38,13.26,1.26
2024-06-03 21:00:00,LF-002,1580.31,272.86,32447.26,0.47,13.59,0.77
2024-06-03 21:15:00,LF-002,1536.4,234.53,32793.88,0.17,13.6,1.47
2024-06-03 21:30:00,LF-002,1596.14,253.2,35315.31,0.5,15.14,1.91
2024-06-03 21:45:00,LF-002,1647.11,259.99,34424.96,0.22,18.48,1.88
2024-06-03 22:00:00,LF-002,1637.65,260.98,36714.17,0.52,10.78,2.46
2024-06-03 22:15:00,LF-002,1544.35,261.1,32478.37,0.52,10.49,3.06
2024-06-03 22:30:00,LF-002,1700.49,259.4,31896.78,0.59,16.76,1.35
2024-06-03 22:45:00,LF-002,1736.01,195.98,32582.63,0.47,16.38,2.22
2024-06-03 23:00:00,LF-002,1539.79,294.02,37730.87,0.49,15.12,2.14
2024-06-03 23:15:00,LF-002,1628.73,254.02,34456.25,0.47,18.27,2.08
2024-06-03 23:30:00,LF-002,1626.18,256.38,35381.41,0.49,16.04,2.02
2024-06-03 23:45:00,LF-002,1549.53,246.63,32913.4,0.29,13.27,1.77
2024-06-04 00:00:00,LF-002,1562.54,239.58,36053.1,0.49,15.84,1.67
2024-06-04 00:15:00,LF-002,1989.49,228.23,37226.46,0.44,13.06,2.01
2024-06-04 00:30:00,LF-002,1551.78,260.69,36749.21,0.48,16.94,2.04
2024-06-04 00:45:00,LF-002,1593.23,228.15,34442.68,0.39,16.67,1.72
2024-06-04 01:00:00,LF-002,1552.5,235.24,35231.24,0.51,16.39,1.98
2024-06-04 01:15:00,LF-002,1428.34,260.14,31519.24,0.54,14.79,2.43
2024-06-04 01:30:00,LF-002,1556.15,269.73,34113.14,0.52,17.52,2.3
2024-06-04 01:45:00,LF-002,1451.59,254.27,33961.68,0.53,16.66,1.88
2024-06-04 02:00:00,LF-002,1527.63,244.68,38327.98,0.5,14.44,2.17
2024-06-04 02:15:00,LF-002,1599.7,248.51,31976.66,0.52,15.98,2.17
2024-06-04 02:30:00,LF-002,1605.75,267.37,37803.14,0.52,14.38,1.98
2024-06-04 02:45:00,LF-002,1673.33,246.04,33152.85,0.54,14.04,1.07
2024-06-04 03:00:00,LF-002,1639.6,284.56,34541.53,0.42,13.46,2.41
2024-06-04 03:15:00,LF-002,1671.51,251.59,37847.72,0.51,15.13,1.99
2024-06-04 03:30:00,LF-002,1490.23,238.31,21865.44,0.35,17.71,1.64
2024-06-04 03:45:00,LF-002,1535.88,251.65,33507.96,0.51,15.96,1.69
2024-06-04 04:00:00,LF-002,1592.79,250.5,35113.63,0.44,15.57,1.36
2024-06-04 04:15:00,LF-002,1566.14,237.29,35612.35,0.51,19.02,1.8
2024-06-04 04:30:00,LF-002,1537.73,233.59,30295.85,0.49,11.34,2.31
2024-06-04 04:45:00,LF-002,1885.3,236.77,36543.61,0.42,15.32,4.14
2024-06-04 05:00:00,LF-002,1604.74,257.88,41194.53,0.5,13.84,-0.49
2024-06-04 05:15:00,LF-002,1480.88,264.01,36292.53,0.41,17.23,1.41
2024-06-04 05:30:00,LF-002,1513.58,230.81,33592.21,0.54,11.53,4.04
2024-06-04 05:45:00,LF-002,1498.62,268.0,31201.49,0.27,15.36,1.39
2024-06-04 06:00:00,LF-002,1584.73,192.35,36789.67,0.2,17.7,1.86
2024-06-04 06:15:00,LF-002,1444.26,250.23,30896.72,0.51,16.99,1.73
2024-06-04 06:30:00,LF-002,1604.46,248.82,36240.92,0.55,15.6,1.34
2024-06-04 06:45:00,LF-002,1594.61,241.68,28010.72,0.42,18.68,2.88
