timestamp,equipment_id,temperature,arc_voltage,current,pressure,slag_height,vibration
2024-06-01 14:30:00,LF-001,1451.87,270.08,34704.25,0.38,13.36,2.29
2024-06-01 14:45:00,LF-001,1536.44,221.35,34058.26,0.46,14.4,1.72
2024-06-01 15:00:00,LF-001,1581.38,225.89,33818.73,0.37,9.31,1.81
2024-06-01 15:15:00,LF-001,1600.75,247.64,45847.91,0.44,12.37,2.11
2024-06-01 15:30:00,LF-001,1520.61,253.7,34454.84,0.47,11.75,1.71
2024-06-01 15:45:00,LF-001,1462.53,239.11,34203.51,0.48,16.39,2.19
2024-06-01 16:00:00,LF-001,1185.84,244.32,35569.21,0.49,17.91,0.92
2024-06-01 16:15:00,LF-001,1545.61,258.64,37087.67,0.5,17.12,2.4
2024-06-01 16:30:00,LF-001,1457.48,249.7,36291.29,0.51,14.36,2.73
2024-06-01 16:45:00,LF-001,1447.27,243.4,34257.47,0.51,17.06,1.29
2024-06-01 17:00:00,LF-001,1457.12,253.13,38236.41,0.46,13.14,1.95
2024-06-01 17:15:00,LF-001,1529.9,225.87,33747.31,0.47,18.19,2.42
2024-06-01 17:30:00,LF-001,1473.64,259.01,33959.94,0.53,13.84,1.51
2024-06-01 17:45:00,LF-001,1591.51,232.6,46361.37,0.5,14.05,1.51
2024-06-01 18:00:00,LF-001,1114.2,260.63,37141.47,0.45,16.92,1.94
2024-06-01 18:15:00,LF-001,1680.88,244.64,44064.79,0.45,13.69,2.34
2024-06-01 18:30:00,LF-001,1517.99,246.05,34718.3,0.75,12.4,2.04
2024-06-01 18:45:00,LF-001,1492.51,267.53,34630.77,0.55,13.77,1.49
2024-06-01 19:00:00,LF-001,1460.72,318.8,34142.36,0.61,3.46,1.98
2024-06-01 19:15:00,LF-001,1589.61,266.71,34859.76,0.49,14.31,2.19
2024-06-01 19:30:00,LF-001,2136.13,230.04,35840.8,0.53,14.96,3.52
2024-06-01 19:45:00,LF-001,1598.48,212.94,30790.48,0.46,11.04,1.72
2024-06-01 20:00:00,LF-001,1588.78,254.4,35262.12,0.47,15.44,1.65
2024-06-01 20:15:00,LF-001,1720.39,266.01,34327.12,0.54,2.34,2.19
2024-06-01 20:30:00,LF-001,1502.45,249.85,32152.73,0.39,11.7,2.32
2024-06-01 20:45:00,LF-001,1645.07,237.7,32985.34,0.52,15.72,1.8
2024-06-01 21:00:00,LF-001,1722.48,272.88,33494.26,0.56,14.83,2.13
2024-06-01 21:15:00,LF-001,1611.66,245.65,35078.85,0.54,14.19,2.06
2024-06-01 21:30:00,LF-001,1451.99,249.33,34551.15,0.3,13.46,2.54
2024-06-01 21:45:00,LF-001,1537.66,301.01,33751.68,0.46,14.31,3.52
2024-06-01 22:00:00,LF-001,1504.64,270.07,33042.04,0.48,16.97,2.18
2024-06-01 22:15:00,LF-001,1609.42,257.17,33407.92,0.59,17.0,1.34
2024-06-01 22:30:00,LF-001,1880.17,250.23,36289.57,0.48,11.63,1.37
2024-06-01 22:45:00,LF-001,1546.99,270.2,33460.22,0.72,15.68,1.74
2024-06-01 23:00:00,LF-001,1658.59,226.22,33608.34,0.5,14.49,1.92
2024-06-01 23:15:00,LF-001,1617.6,253.39,35510.6,0.52,13.33,2.29
2024-06-01 23:30:00,LF-001,1598.75,237.74,32678.29,0.56,13.77,1.96
2024-06-01 23:45:00,LF-001,1527.47,226.34,35183.07,0.51,16.61,1.92
2024-06-02 00:00:00,LF-001,1560.26,263.38,35082.03,0.44,14.96,1.84
2024-06-02 00:15:00,LF-001,1585.96,221.81,34709.28,0.56,15.94,2.53
2024-06-02 00:30:00,LF-001,1523.88,240.34,32698.43,0.53,13.82,2.05
2024-06-02 00:45:00,LF-001,1597.87,218.13,32009.31,0.51,13.34,1.57
2024-06-02 01:00:00,LF-001,1487.53,231.44,34934.84,0.53,12.75,1.67
2024-06-02 01:15:00,LF-001,1537.25,245.05,33551.58,0.5,15.46,1.82
2024-06-02 01:30:00,LF-001,1586.34,242.24,30572.53,0.45,15.31,2.9
2024-06-02 01:45:00,LF-001,1475.49,264.75,37070.39,0.58,13.26,1.47
2024-06-02 02:00:00,LF-001,1517.81,296.32,37059.93,0.43,15.99,2.85
2024-06-02 02:15:00,LF-001,1416.0,222.15,33871.77,0.56,7.86,2.06
2024-06-02 02:30:00,LF-001,1557.26,239.38,35846.63,0.19,13.58,2.28
2024-06-02 02:45:00,LF-001,1588.64,238.22,33485.02,0.52,15.57,1.6
2024-06-02 03:00:00,LF-001,1674.37,241.12,32304.61,0.7,18.45,2.28
2024-06-02 03:15:00,LF-001,1432.67,271.07,37484.64,0.44,23.55,1.93
2024-06-02 03:30:00,LF-001,1733.58,250.03,35743.65,0.54,15.35,1.53
2024-06-02 03:45:00,LF-001,1637.98,259.85,36779.13,0.85,18.55,0.55
2024-06-02 04:00:00,LF-001,1461.84,234.73,36706.17,0.58,17.36,2.36
2024-06-02 04:15:00,LF-001,1505.23,220.1,33274.33,0.54,13.37,2.04
2024-06-02 04:30:00,LF-001,1455.19,269.1,28978.69,0.57,2.17,2.04
2024-06-02 04:45:00,LF-001,1519.63,278.19,37731.67,0.41,12.2,2.17
2024-06-02 05:00:00,LF-001,1650.13,247.79,30728.56,0.46,16.25,2.31
2024-06-02 05:15:00,LF-001,1557.64,263.98,34073.22,0.52,15.62,2.33
2024-06-02 05:30:00,LF-001,1597.81,260.45,32190.75,0.49,15.98,1.94
2024-06-02 05:45:00,LF-001,1600.82,262.7,33290.04,0.51,11.48,1.28
2024-06-02 06:00:00,LF-001,1576.71,239.08,37815.83,0.59,14.51,1.87
2024-06-02 06:15:00,LF-001,1678.59,275.96,36894.73,0.58,17.78,1.77
2024-06-02 06:30:00,LF-001,1558.27,250.77,33221.79,0.48,10.66,2.27
2024-06-02 06:45:00,LF-001,1541.37,257.07,38573.59,0.43,15.05,1.89
2024-06-02 07:00:00,LF-001,1503.87,249.6,35144.59,0.58,14.9,2.09
2024-06-02 07:15:00,LF-001,1610.04,239.96,35761.85,0.51,12.21,1.08
2024-06-02 07:30:00,LF-001,1763.89,243.33,36159.68,0.53,13.13,3.23
2024-06-02 07:45:00,LF-001,1207.37,290.85,32599.63,0.42,14.4,1.58
2024-06-02 08:00:00,LF-001,1500.89,245.18,35809.51,0.46,15.4,1.74
2024-06-02 08:15:00,LF-001,1637.32,254.23,39542.77,0.53,17.77,1.4
2024-06-02 08:30:00,LF-001,1639.68,182.36,33555.39,0.44,14.28,1.5
2024-06-02 08:45:00,LF-001,1453.03,257.74,35502.32,0.49,15.73,1.93
2024-06-02 09:00:00,LF-001,1517.22,257.77,38451.57,0.48,11.44,2.0
2024-06-02 09:15:00,LF-001,1596.6,247.46,37076.12,0.48,15.02,1.85
2024-06-02 09:30:00,LF-001,1688.03,226.19,34666.61,0.52,16.36,2.5
2024-06-02 09:45:00,LF-001,1672.05,258.82,32912.06,0.48,12.35,1.39
2024-06-02 10:00:00,LF-001,1571.36,268.13,35066.4,0.51,14.38,2.68
2024-06-02 10:15:00,LF-001,1840.46,242.01,26547.74,0.47,8.38,2.82
2024-06-02 10:30:00,LF-001,1554.85,248.13,33750.45,0.48,16.45,2.16
2024-06-02 10:45:00,LF-001,1727.49,225.49,32885.36,0.5,16.06,1.47
2024-06-02 11:00:00,LF-001,1586.12,229.04,34258.46,0.48,13.36,1.87
2024-06-02 11:15:00,LF-001,1292.97,230.23,35729.2,0.54,14.88,2.54
2024-06-02 11:30:00,LF-001,1512.56,246.8,31116.84,0.46,12.6,1.88
2024-06-02 11:45:00,LF-001,1536.54,248.01,33684.7,0.45,17.49,1.83
2024-06-02 12:00:00,LF-001,1509.74,241.13,34524.18,0.5,16.38,2.02
2024-06-02 12:15:00,LF-001,1630.65,232.27,35888.72,0.42,17.33,2.07
2024-06-02 12:30:00,LF-001,1672.79,231.68,36557.84,0.45,11.56,2.17
2024-06-02 12:45:00,LF-001,1543.84,231.74,35894.97,0.48,12.7,1.08
2024-06-02 13:00:00,LF-001,1524.56,245.95,35101.7,0.58,14.56,2.46
2024-06-02 13:15:00,LF-001,1584.24,240.27,35130.48,0.58,25.51,2.28
2024-06-02 13:30:00,LF-001,1556.22,246.39,33291.59,0.54,13.99,1.79
2024-06-02 13:45:00,LF-001,1638.02,263.35,34518.54,0.37,15.72,1.43
2024-06-02 14:00:00,LF-001,1605.04,252.74,34865.91,0.55,14.5,1.9
2024-06-02 14:15:00,LF-001,1516.61,250.18,34876.68,0.54,12.6,1.51
2024-06-02 14:30:00,LF-001,1583.33,268.6,36956.3,0.44,16.92,1.58
2024-06-02 14:45:00,LF-001,1448.55,242.26,33979.36,0.54,16.84,1.98
2024-06-02 15:00:00,LF-001,1472.13,257.98,36021.08,0.48,15.6,1.35
2024-06-02 15:15:00,LF-001,1642.85,253.55,30856.85,0.48,17.35,1.86
2024-06-02 15:30:00,LF-001,1607.97,269.77,40700.74,0.41,14.06,2.24
2024-06-02 15:45:00,LF-001,1586.87,250.81,44784.52,0.58,16.84,2.03
2024-06-02 16:00:00,LF-001,1487.6,267.13,35433.57,0.5,15.73,1.44
2024-06-02 16:15:00,LF-001,1567.14,270.72,33237.96,0.53,16.54,2.16
2024-06-02 16:30:00,LF-001,1691.24,249.17,35194.75,0.47,14.75,2.7
2024-06-02 16:45:00,LF-001,1623.58,241.1,35621.72,0.44,16.87,2.03
2024-06-02 17:00:00,LF-001,1589.24,265.97,30493.09,0.59,13.11,1.33
2024-06-02 17:15:00,LF-001,1518.57,248.24,35666.79,0.5,14.53,1.87
2024-06-02 17:30:00,LF-001,1580.23,235.06,33532.17,0.47,16.0,2.61
2024-06-02 17:45:00,LF-001,1698.59,248.65,30358.21,0.48,15.01,1.98
2024-06-02 18:00:00,LF-001,1680.46,239.85,31459.66,0.49,11.44,1.33
2024-06-02 18:15:00,LF-001,1641.68,232.24,44025.9,0.41,16.24,1.87
2024-06-02 18:30:00,LF-001,1392.42,185.59,35530.53,0.8,14.69,2.09
2024-06-02 18:45:00,LF-001,1629.51,260.31,39192.91,0.53,17.41,1.8
2024-06-02 19:00:00,LF-001,1927.28,244.85,35537.3,0.54,17.91,1.64
2024-06-02 19:15:00,LF-001,1520.93,247.72,39383.44,0.47,14.43,2.05
2024-06-02 19:30:00,LF-001,1515.45,254.32,36666.39,0.57,16.47,1.61
2024-06-02 19:45:00,LF-001,1528.08,267.91,35316.43,0.54,14.89,2.3
2024-06-02 20:00:00,LF-001,1607.09,239.62,36268.05,0.55,11.79,1.57
2024-06-02 20:15:00,LF-001,1588.45,246.59,31166.51,0.45,13.72,2.02
2024-06-02 20:30:00,LF-001,1552.12,261.45,34045.14,0.83,15.94,1.61
2024-06-02 20:45:00,LF-001,1494.02,238.08,32100.0,0.48,13.83,2.27
2024-06-02 21:00:00,LF-001,1597.45,253.22,35615.07,0.47,16.81,1.99
2024-06-02 21:15:00,LF-001,1483.33,251.89,37716.52,0.52,16.85,1.52
2024-06-02 21:30:00,LF-001,1652.69,254.8,34817.4,0.46,17.39,2.35
2024-06-02 21:45:00,LF-001,1579.57,251.71,36302.56,0.56,16.16,1.68
2024-06-02 22:00:00,LF-001,1638.79,243.37,33870.88,0.56,17.15,1.93
2024-06-02 22:15:00,LF-001,1477.3,260.97,48796.12,0.51,12.92,1.39
2024-06-02 22:30:00,LF-001,1559.39,233.02,36318.11,0.56,15.77,2.05
2024-06-02 22:45:00,LF-001,1651.56,260.19,35738.5,0.51,16.29,2.08
2024-06-02 23:00:00,LF-001,1675.13,228.24,36613.66,0.51,16.04,1.96
2024-06-02 23:15:00,LF-001,1523.84,247.34,35149.15,0.55,13.38,2.01
2024-06-02 23:30:00,LF-001,1570.52,268.06,30864.94,0.48,13.15,1.51
2024-06-02 23:45:00,LF-001,1517.9,270.72,36489.75,0.4,14.8,3.77
2024-06-03 00:00:00,LF-001,1619.29,264.55,35670.32,0.47,18.38,2.11
2024-06-03 00:15:00,LF-001,1635.84,258.23,33491.71,0.53,16.89,2.23
2024-06-03 00:30:00,LF-001,1585.49,327.47,32561.82,0.51,11.25,1.38
2024-06-03 00:45:00,LF-001,1526.58,237.4,36817.74,0.76,12.54,1.41
2024-06-03 01:00:00,LF-001,1724.47,268.81,35677.76,0.52,15.4,2.57
2024-06-03 01:15:00,LF-001,1446.4,254.89,34973.36,0.45,15.2,2.72
2024-06-03 01:30:00,LF-001,1258.89,298.89,38765.8,0.47,11.41,2.23
2024-06-03 01:45:00,LF-001,1598.89,255.87,33548.59,0.55,12.73,0.78
2024-06-03 02:00:00,LF-001,1540.05,334.12,33303.7,0.45,14.98,2.02
2024-06-03 02:15:00,LF-001,1487.05,264.4,37861.51,0.76,13.01,1.88
2024-06-03 02:30:00,LF-001,1583.89,252.24,36154.75,0.55,13.58,2.54
2024-06-03 02:45:00,LF-001,1451.79,264.29,36284.57,0.44,18.1,1.32
2024-06-03 03:00:00,LF-001,1554.97,249.84,33894.44,0.51,14.42,1.39
2024-06-03 03:15:00,LF-001,1527.07,247.77,33921.26,0.6,13.34,2.26
2024-06-03 03:30:00,LF-001,1535.8,258.19,32728.18,0.54,16.97,2.09
2024-06-03 03:45:00,LF-001,1605.12,263.54,35744.92,0.71,15.0,1.51
2024-06-03 04:00:00,LF-001,1610.76,240.56,37936.92,0.47,14.01,1.8
2024-06-03 04:15:00,LF-001,1448.15,252.94,32598.7,0.51,17.23,1.96
2024-06-03 04:30:00,LF-001,1638.08,170.6,36521.43,0.57,15.26,1.52
2024-06-03 04:45:00,LF-001,1533.64,249.53,35818.39,0.46,11.91,2.11
2024-06-03 05:00:00,LF-001,1546.53,243.46,25187.57,0.48,15.77,2.08
2024-06-03 05:15:00,LF-001,1550.47,193.42,47880.57,0.55,14.02,2.35
2024-06-03 05:30:00,LF-001,1539.17,237.11,32859.69,0.46,13.63,2.9
2024-06-03 05:45:00,LF-001,1714.11,231.81,36134.02,0.49,14.0,2.11
2024-06-03 06:00:00,LF-001,2004.89,267.1,35246.46,0.46,15.22,2.31
2024-06-03 06:15:00,LF-001,1685.16,201.3,35536.42,0.45,14.52,1.49
2024-06-03 06:30:00,LF-001,1494.48,332.83,34746.32,0.53,17.59,2.76
2024-06-03 06:45:00,LF-001,1482.04,222.41,38614.02,0.5,13.13,2.5
2024-06-03 07:00:00,LF-001,1624.3,240.89,34646.52,0.47,16.98,1.82
2024-06-03 07:15:00,LF-001,1488.94,253.24,33405.16,0.55,13.41,2.32
2024-06-03 07:30:00,LF-001,1558.14,341.31,34522.99,0.52,10.7,1.89
2024-06-03 07:45:00,LF-001,1607.09,233.2,34486.16,0.54,14.51,2.23
2024-06-03 08:00:00,LF-001,1600.33,238.12,33573.48,0.55,18.52,1.27
2024-06-03 08:15:00,LF-001,1121.98,233.68,36881.26,0.54,15.03,2.17
2024-06-03 08:30:00,LF-001,1492.48,257.14,36070.03,0.44,16.5,2.11
2024-06-03 08:45:00,LF-001,1607.48,244.59,33787.17,0.22,23.79,1.48
2024-06-03 09:00:00,LF-001,1552.38,226.77,35657.31,0.47,15.57,2.33
2024-06-03 09:15:00,LF-001,1572.91,246.36,34090.96,0.56,13.68,1.95
2024-06-03 09:30:00,LF-001,1633.92,246.51,34509.42,0.49,15.29,1.35
2024-06-03 09:45:00,LF-001,1215.03,254.95,32372.45,0.5,17.92,1.99
2024-06-03 10:00:00,LF-001,1546.42,248.46,35622.05,0.54,10.7,4.37
2024-06-03 10:15:00,LF-001,1450.76,234.61,35197.21,0.48,13.19,1.37
2024-06-03 10:30:00,LF-001,1677.61,239.44,31575.02,0.46,16.39,1.75
2024-06-03 10:45:00,LF-001,1607.43,240.36,41989.32,0.55,16.33,1.6
2024-06-03 11:00:00,LF-001,1561.41,253.95,36151.92,0.44,18.75,1.64
2024-06-03 11:15:00,LF-001,1609.79,229.87,36365.72,0.51,14.45,1.38
2024-06-03 11:30:00,LF-001,1626.2,227.0,35890.2,0.47,19.72,1.46
2024-06-03 11:45:00,LF-001,1680.1,280.9,34369.09,0.52,13.31,2.39
2024-06-03 12:00:00,LF-001,1500.4,254.0,32743.68,0.42,13.89,2.51
2024-06-03 12:15:00,LF-001,1442.05,251.56,33523.73,0.48,11.74,1.31
2024-06-03 12:30:00,LF-001,1592.78,216.61,33434.58,0.51,12.5,1.57
2024-06-03 12:45:00,LF-001,1685.61,254.6,35228.19,0.87,13.73,2.2
2024-06-03 13:00:00,LF-001,1630.02,252.65,35089.16,0.44,22.33,1.89
2024-06-03 13:15:00,LF-001,1554.5,264.07,37601.85,0.43,14.42,1.39
2024-06-03 13:30:00,LF-001,1787.42,257.81,33672.48,0.48,13.06,1.73
2024-06-03 13:45:00,LF-001,1626.32,265.07,46901.33,0.45,14.74,2.53
2024-06-03 14:00:00,LF-001,1722.43,257.42,35368.63,0.26,14.55,2.49
2024-06-03 14:15:00,LF-001,1545.24,235.98,24053.93,0.49,19.45,1.8
2024-06-03 14:30:00,LF-001,1671.25,249.41,39239.22,0.55,14.02,2.56
2024-06-03 14:45:00,LF-001,1587.7,244.95,33518.15,0.5,15.9,1.6
2024-06-03 15:00:00,LF-001,1581.91,265.08,39416.47,0.61,25.36,1.57
2024-06-03 15:15:00,LF-001,1599.02,260.84,33210.6,0.36,19.4,2.01
2024-06-03 15:30:00,LF-001,1548.09,258.74,48616.91,0.53,15.6,1.87
2024-06-03 15:45:00,LF-001,1524.0,262.14,35803.09,0.46,17.86,1.27
2024-06-03 16:00:00,LF-001,1631.37,162.89,32066.24,0.68,17.7,1.71
2024-06-03 16:15:00,LF-001,1593.47,263.35,37055.33,0.51,11.47,1.8
2024-06-03 16:30:00,LF-001,1561.47,258.39,36520.54,0.46,14.87,2.26
2024-06-03 16:45:00,LF-001,1527.94,327.1,36428.26,0.49,14.53,2.12
2024-06-03 17:00:00,LF-001,1471.16,237.88,34573.71,0.47,11.52,1.95
2024-06-03 17:15:00,LF-001,1569.99,244.2,35049.5,0.48,11.89,2.23
2024-06-03 17:30:00,LF-001,1566.54,259.42,33861.13,0.46,16.06,2.1
2024-06-03 17:45:00,LF-001,1582.23,235.22,33429.88,0.54,17.81,1.18
2024-06-03 18:00:00,LF-001,1642.46,277.49,33898.32,0.17,14.75,2.94
2024-06-03 18:15:00,LF-001,1563.61,241.31,33380.94,0.59,12.66,2.37
2024-06-03 18:30:00,LF-001,1712.55,237.67,35653.61,0.46,16.25,2.39
2024-06-03 18:45:00,LF-001,1526.44,245.07,36635.53,0.53,14.86,1.61
2024-06-03 19:00:00,LF-001,1510.26,266.77,35752.26,0.54,14.52,1.67
2024-06-03 19:15:00,LF-001,1625.91,231.36,37018.93,0.5,21.37,2.02
2024-06-03 19:30:00,LF-001,1409.17,271.93,35015.97,0.45,10.52,1.89
2024-06-03 19:45:00,LF-001,1195.47,265.66,37294.5,0.51,16.09,2.98
2024-06-03 20:00:00,LF-001,1676.19,276.97,36186.72,0.33,18.16,1.52
2024-06-03 20:15:00,LF-001,1481.49,259.13,30269.17,0.54,13.88,2.45
2024-06-03 20:30:00,LF-001,1614.57,254.41,46124.33,0.55,20.37,2.08
2024-06-03 20:45:00,LF-001,1586.7,224.45,32120.63,0.54,14.78,2.46
2024-06-03 21:00:00,LF-001,1843.51,306.71,37223.06,0.47,9.7,4.06
2024-06-03 21:15:00,LF-001,1642.68,230.86,34791.52,0.5,17.72,0.36
2024-06-03 21:30:00,LF-001,1624.34,264.09,35301.41,0.29,15.89,1.8
2024-06-03 21:45:00,LF-001,1667.74,247.85,34319.98,0.44,16.13,2.28
2024-06-03 22:00:00,LF-001,1599.5,230.09,36290.58,0.49,14.36,1.63
2024-06-03 22:15:00,LF-001,1604.34,256.09,33565.59,0.53,13.23,2.0
2024-06-03 22:30:00,LF-001,1577.98,244.06,34782.37,0.52,16.05,1.79
2024-06-03 22:45:00,LF-001,1601.92,266.3,36845.95,0.57,13.4,2.41
2024-06-03 23:00:00,LF-001,1548.3,245.06,36026.53,0.49,14.55,2.18
2024-06-03 23:15:00,LF-001,1575.75,226.09,30780.21,0.44,11.78,2.25
2024-06-03 23:30:00,LF-001,1531.98,241.25,34518.0,0.53,17.04,2.33
2024-06-03 23:45:00,LF-001,1627.61,248.63,37470.6,0.47,12.36,2.31
2024-06-04 00:00:00,LF-001,1488.58,268.7,34429.9,0.47,17.39,1.37
2024-06-04 00:15:00,LF-001,1506.4,251.8,34770.71,0.55,14.69,1.7
2024-06-04 00:30:00,LF-001,1600.94,247.09,33563.55,0.73,15.17,2.3
2024-06-04 00:45:00,LF-001,1450.23,250.11,42417.45,0.49,15.59,1.46
2024-06-04 01:00:00,LF-001,1547.61,270.22,34193.52,0.49,16.52,0.93
2024-06-04 01:15:00,LF-001,1648.73,260.55,36865.67,0.46,16.62,2.25
2024-06-04 01:30:00,LF-001,1579.69,264.33,36189.91,0.53,14.94,1.41
2024-06-04 01:45:00,LF-001,1564.72,258.98,37489.5,0.49,16.2,2.83
2024-06-04 02:00:00,LF-001,1654.98,249.4,36330.59,0.55,12.79,1.39
2024-06-04 02:15:00,LF-001,1644.88,254.51,35225.79,0.51,13.05,1.88
2024-06-04 02:30:00,LF-001,1596.18,248.36,35905.41,0.5,15.0,1.19
2024-06-04 02:45:00,LF-001,1534.51,249.1,33307.11,0.51,13.76,2.01
2024-06-04 03:00:00,LF-001,1523.88,234.13,37418.61,0.39,11.69,1.7
2024-06-04 03:15:00,LF-001,1558.9,214.87,36502.13,0.48,16.47,2.08
2024-06-04 03:30:00,LF-001,1531.81,231.41,33671.86,0.47,21.4,2.42
2024-06-04 03:45:00,LF-001,1585.31,245.08,33287.9,0.44,11.24,2.45
2024-06-04 04:00:00,LF-001,1580.17,252.98,34832.54,0.44,20.59,1.85
2024-06-04 04:15:00,LF-001,1597.89,244.76,36347.47,0.54,16.86,2.66
2024-06-04 04:30:00,LF-001,1512.59,274.95,34361.31,0.43,13.01,1.88
2024-06-04 04:45:00,LF-001,1506.59,249.26,34945.73,0.48,14.8,2.8
2024-06-04 05:00:00,LF-001,1584.72,221.62,32729.06,0.44,13.63,2.03
2024-06-04 05:15:00,LF-001,1448.04,241.88,37495.72,0.48,15.43,1.88
2024-06-04 05:30:00,LF-001,1662.62,265.09,35410.04,0.52,14.0,2.83
2024-06-04 05:45:00,LF-001,1570.44,262.12,32258.62,0.53,16.27,2.05
2024-06-04 06:00:00,LF-001,1513.26,241.52,36773.08,0.51,18.95,2.01
2024-06-04 06:15:00,LF-001,1442.11,289.23,35925.54,0.5,13.74,1.72
2024-06-04 06:30:00,LF-001,1661.74,246.35,32588.77,0.56,17.85,1.88
2024-06-04 06:45:00,LF-001,1579.88,258.2,33311.99,0.56,17.32,2.02
