timestamp,equipment_id,temperature,oxygen_flow,pressure,vibration,lance_position,current
2024-06-01 23:00:00,BOF-001,1680.05,624.5,1.51,2.48,1.55,446.77
2024-06-01 23:15:00,BOF-001,2077.3,556.25,1.75,-0.44,1.53,493.87
2024-06-01 23:30:00,BOF-001,1646.21,570.93,1.61,3.56,0.9,429.32
2024-06-01 23:45:00,BOF-001,1839.38,557.37,1.79,3.03,1.58,465.51
2024-06-02 00:00:00,BOF-001,1679.44,614.25,1.66,3.06,1.49,418.04
2024-06-02 00:15:00,BOF-001,1696.08,646.78,1.77,2.74,1.42,406.01
2024-06-02 00:30:00,BOF-001,1399.94,539.14,1.59,3.1,1.4,434.05
2024-06-02 00:45:00,BOF-001,1577.92,606.25,1.99,2.63,1.6,438.38
2024-06-02 01:00:00,BOF-001,1806.02,580.91,1.73,3.32,1.36,417.6
2024-06-02 01:15:00,BOF-001,1537.69,651.25,1.8,2.8,1.46,544.57
2024-06-02 01:30:00,BOF-001,1672.81,606.54,1.77,2.89,1.52,460.41
2024-06-02 01:45:00,BOF-001,1709.55,625.65,2.81,2.4,1.49,476.76
2024-06-02 02:00:00,BOF-001,1728.69,641.77,1.8,3.31,1.54,556.81
2024-06-02 02:15:00,BOF-001,1625.1,605.28,1.96,2.67,1.62,451.6
2024-06-02 02:30:00,BOF-001,1709.48,545.93,1.74,2.34,1.56,389.17
2024-06-02 02:45:00,BOF-001,1566.14,596.43,1.66,2.69,1.51,493.93
2024-06-02 03:00:00,BOF-001,1783.63,606.31,1.81,3.49,1.46,486.06
2024-06-02 03:15:00,BOF-001,1636.96,564.79,1.68,3.35,1.36,446.39
2024-06-02 03:30:00,BOF-001,1610.26,543.36,1.79,1.66,1.49,523.97
2024-06-02 03:45:00,BOF-001,1598.98,558.53,1.59,2.58,1.46,447.09
2024-06-02 04:00:00,BOF-001,1673.79,639.93,2.01,6.53,1.55,411.91
2024-06-02 04:15:00,BOF-001,1523.59,670.86,1.64,3.75,1.49,500.78
2024-06-02 04:30:00,BOF-001,1720.78,684.2,2.04,2.25,1.6,418.58
2024-06-02 04:45:00,BOF-001,1602.23,642.95,1.79,3.54,1.46,471.05
2024-06-02 05:00:00,BOF-001,1754.36,627.48,2.67,2.14,1.44,430.81
2024-06-02 05:15:00,BOF-001,1550.6,553.61,1.65,2.5,1.54,465.42
2024-06-02 05:30:00,BOF-001,1660.56,642.19,1.41,2.36,1.51,441.58
2024-06-02 05:45:00,BOF-001,1694.31,584.89,1.47,3.44,1.06,471.98
2024-06-02 06:00:00,BOF-001,1702.98,545.05,2.3,3.02,1.97,483.3
2024-06-02 06:15:00,BOF-001,1608.66,607.71,1.68,3.3,1.5,439.15
2024-06-02 06:30:00,BOF-001,1551.22,613.59,2.02,1.82,1.47,458.03
2024-06-02 06:45:00,BOF-001,1613.45,455.44,1.54,3.53,1.51,507.83
2024-06-02 07:00:00,BOF-001,1743.33,581.97,1.84,3.98,1.62,450.6
2024-06-02 07:15:00,BOF-001,1817.38,594.65,1.87,3.14,1.45,467.12
2024-06-02 07:30:00,BOF-001,1520.17,593.86,2.37,4.19,1.44,473.6
2024-06-02 07:45:00,BOF-001,1590.96,622.46,1.74,3.52,1.53,416.4
2024-06-02 08:00:00,BOF-001,1511.41,591.75,1.66,4.08,1.48,406.64
2024-06-02 08:15:00,BOF-001,1606.13,649.36,1.87,2.86,1.64,631.06
2024-06-02 08:30:00,BOF-001,1598.97,609.47,1.62,3.19,1.57,437.7
2024-06-02 08:45:00,BOF-001,1554.36,550.2,1.88,2.59,1.59,420.51
2024-06-02 09:00:00,BOF-001,1783.04,634.64,1.79,2.13,1.59,389.41
2024-06-02 09:15:00,BOF-001,1741.75,574.77,1.65,2.51,1.43,440.0
2024-06-02 09:30:00,BOF-001,1669.47,535.55,1.9,3.17,1.51,445.36
2024-06-02 09:45:00,BOF-001,1641.18,610.25,1.82,2.24,1.57,466.78
2024-06-02 10:00:00,BOF-001,1721.4,575.48,1.95,3.07,1.5,595.44
2024-06-02 10:15:00,BOF-001,1224.87,587.47,2.13,1.69,1.41,403.7
2024-06-02 10:30:00,BOF-001,2140.08,613.69,1.7,2.8,1.59,439.02
2024-06-02 10:45:00,BOF-001,1601.58,608.15,1.05,3.16,1.48,418.45
2024-06-02 11:00:00,BOF-001,1837.48,628.63,1.53,2.58,1.53,469.47
2024-06-02 11:15:00,BOF-001,1541.35,612.98,1.9,2.81,1.56,495.56
2024-06-02 11:30:00,BOF-001,1628.22,600.0,1.67,2.99,1.65,449.96
2024-06-02 11:45:00,BOF-001,1546.44,603.1,1.87,2.77,1.52,441.08
2024-06-02 12:00:00,BOF-001,1710.17,594.34,2.03,3.17,1.3,457.9
2024-06-02 12:15:00,BOF-001,1709.99,615.82,1.66,1.99,1.52,489.39
2024-06-02 12:30:00,BOF-001,1594.18,612.59,1.71,2.29,1.53,375.79
2024-06-02 12:45:00,BOF-001,1550.62,607.7,2.0,2.38,1.33,297.34
2024-06-02 13:00:00,BOF-001,1619.14,669.07,1.94,-0.4,1.65,426.36
2024-06-02 13:15:00,BOF-001,1594.17,611.4,1.27,4.08,1.24,452.03
2024-06-02 13:30:00,BOF-001,1655.13,636.91,1.72,3.35,1.56,462.23
2024-06-02 13:45:00,BOF-001,1779.58,759.19,1.51,-0.91,1.35,460.28
2024-06-02 14:00:00,BOF-001,1702.91,600.31,1.66,3.13,1.61,459.26
2024-06-02 14:15:00,BOF-001,1710.73,535.78,1.6,2.67,1.56,451.78
2024-06-02 14:30:00,BOF-001,1649.66,493.39,1.92,2.73,1.65,436.8
2024-06-02 14:45:00,BOF-001,1861.49,581.62,1.86,2.56,1.55,451.54
2024-06-02 15:00:00,BOF-001,1659.32,578.79,1.68,2.83,1.54,379.81
2024-06-02 15:15:00,BOF-001,1708.05,606.44,1.71,1.93,1.47,424.66
2024-06-02 15:30:00,BOF-001,1737.89,587.92,1.9,2.93,1.33,454.68
2024-06-02 15:45:00,BOF-001,1645.91,421.72,1.74,3.19,1.72,408.48
2024-06-02 16:00:00,BOF-001,1666.6,593.88,2.65,2.52,1.45,411.95
2024-06-02 16:15:00,BOF-001,1604.41,706.4,2.2,2.68,1.53,444.77
2024-06-02 16:30:00,BOF-001,1651.44,612.65,1.69,2.28,1.42,488.04
2024-06-02 16:45:00,BOF-001,1767.08,608.37,1.93,2.76,1.39,450.69
2024-06-02 17:00:00,BOF-001,1743.11,566.07,1.88,3.05,1.51,404.72
2024-06-02 17:15:00,BOF-001,1705.0,562.75,1.5,2.89,1.54,451.48
2024-06-02 17:30:00,BOF-001,1722.82,571.92,1.66,3.39,1.3,473.31
2024-06-02 17:45:00,BOF-001,1647.0,608.41,1.96,3.57,1.6,461.72
2024-06-02 18:00:00,BOF-001,1264.92,563.37,1.77,2.65,2.04,432.88
2024-06-02 18:15:00,BOF-001,1637.82,642.88,1.51,2.86,1.49,443.82
2024-06-02 18:30:00,BOF-001,1519.33,565.15,1.88,2.34,1.53,457.57
2024-06-02 18:45:00,BOF-001,1796.6,624.23,1.68,2.71,1.47,467.24
2024-06-02 19:00:00,BOF-001,1633.66,608.03,1.89,3.03,1.53,444.54
2024-06-02 19:15:00,BOF-001,1734.34,645.13,2.34,3.45,0.93,419.3
2024-06-02 19:30:00,BOF-001,1620.98,567.17,1.88,2.94,1.44,446.44
2024-06-02 19:45:00,BOF-001,1434.79,692.04,2.76,3.18,1.49,439.72
2024-06-02 20:00:00,BOF-001,1644.17,605.7,1.75,2.2,1.53,458.46
2024-06-02 20:15:00,BOF-001,1502.67,635.92,1.58,3.15,1.49,493.37
2024-06-02 20:30:00,BOF-001,1710.43,611.77,2.0,2.48,1.52,485.55
2024-06-02 20:45:00,BOF-001,1631.66,432.59,1.68,3.94,1.41,445.8
2024-06-02 21:00:00,BOF-001,1747.51,576.94,1.75,4.09,1.38,454.67
2024-06-02 21:15:00,BOF-001,1668.67,600.75,1.37,3.93,1.5,263.24
2024-06-02 21:30:00,BOF-001,1567.59,576.83,2.8,2.45,1.33,468.3
2024-06-02 21:45:00,BOF-001,1703.58,604.47,2.04,3.39,1.59,456.33
2024-06-02 22:00:00,BOF-001,1525.23,626.47,1.88,1.5,1.36,465.27
2024-06-02 22:15:00,BOF-001,2038.07,638.45,1.69,3.64,1.46,425.15
2024-06-02 22:30:00,BOF-001,1500.89,544.67,1.87,2.98,1.55,452.57
2024-06-02 22:45:00,BOF-001,1678.01,598.64,1.66,1.91,1.59,432.67
2024-06-02 23:00:00,BOF-001,1669.78,587.3,1.98,3.36,1.56,480.34
2024-06-02 23:15:00,BOF-001,1660.09,548.02,2.05,2.79,1.55,462.94
2024-06-02 23:30:00,BOF-001,1575.13,529.25,1.81,2.79,1.76,485.71
2024-06-02 23:45:00,BOF-001,1758.19,597.08,2.07,3.32,1.39,418.01
2024-06-03 00:00:00,BOF-001,1722.7,637.57,1.83,3.6,1.53,445.94
2024-06-03 00:15:00,BOF-001,1668.72,603.63,1.98,3.16,1.56,444.04
2024-06-03 00:30:00,BOF-001,1603.53,612.52,2.39,1.62,1.54,460.32
2024-06-03 00:45:00,BOF-001,1622.01,569.36,2.3,3.16,1.45,457.19
2024-06-03 01:00:00,BOF-001,1648.77,586.59,1.76,2.38,1.55,452.95
2024-06-03 01:15:00,BOF-001,1561.92,635.09,1.86,3.29,1.55,405.88
2024-06-03 01:30:00,BOF-001,1718.25,613.28,1.59,3.19,1.62,419.21
2024-06-03 01:45:00,BOF-001,1750.75,586.06,1.96,2.8,1.55,440.33
2024-06-03 02:00:00,BOF-001,1786.73,620.08,1.88,2.91,1.31,460.01
2024-06-03 02:15:00,BOF-001,1622.51,603.66,1.65,1.89,1.58,494.42
2024-06-03 02:30:00,BOF-001,1760.18,479.72,2.04,3.93,1.46,456.08
2024-06-03 02:45:00,BOF-001,1499.03,614.61,1.75,3.15,1.48,483.6
2024-06-03 03:00:00,BOF-001,1599.43,590.17,1.7,3.11,1.39,438.83
2024-06-03 03:15:00,BOF-001,1569.7,593.32,1.88,3.14,1.51,406.63
2024-06-03 03:30:00,BOF-001,1736.93,558.86,0.82,-0.05,1.7,463.34
2024-06-03 03:45:00,BOF-001,1606.12,551.44,1.79,3.54,1.61,449.51
2024-06-03 04:00:00,BOF-001,1591.29,586.71,2.15,4.85,1.38,437.47
2024-06-03 04:15:00,BOF-001,1715.31,640.6,1.68,3.02,1.48,402.51
2024-06-03 04:30:00,BOF-001,1539.13,612.83,1.94,2.59,1.6,215.99
2024-06-03 04:45:00,BOF-001,1614.33,591.25,1.68,2.21,1.48,485.06
2024-06-03 05:00:00,BOF-001,1500.88,619.81,1.61,2.62,1.3,430.94
2024-06-03 05:15:00,BOF-001,1582.74,633.47,1.78,2.83,1.45,473.58
2024-06-03 05:30:00,BOF-001,1597.4,581.71,2.34,2.94,1.64,500.02
2024-06-03 05:45:00,BOF-001,1589.98,581.86,1.96,2.64,1.65,438.83
2024-06-03 06:00:00,BOF-001,1615.59,695.75,1.89,2.88,1.48,483.36
2024-06-03 06:15:00,BOF-001,1485.66,573.23,1.7,2.76,1.47,464.5
2024-06-03 06:30:00,BOF-001,1569.47,583.43,1.72,2.12,1.27,482.57
2024-06-03 06:45:00,BOF-001,1757.59,589.27,1.5,2.92,1.49,451.64
2024-06-03 07:00:00,BOF-001,1673.85,570.04,2.16,2.92,1.44,461.43
2024-06-03 07:15:00,BOF-001,1609.01,542.21,1.85,2.53,1.31,471.4
2024-06-03 07:30:00,BOF-001,1597.57,602.72,1.84,3.5,1.4,404.25
2024-06-03 07:45:00,BOF-001,1711.22,581.16,1.84,2.94,1.37,441.28
2024-06-03 08:00:00,BOF-001,1656.87,613.31,2.22,3.18,1.51,405.06
2024-06-03 08:15:00,BOF-001,1560.23,574.94,1.86,2.43,1.66,445.98
2024-06-03 08:30:00,BOF-001,1607.31,637.75,1.76,2.54,1.48,437.53
2024-06-03 08:45:00,BOF-001,1551.06,598.42,2.16,2.78,1.53,493.36
2024-06-03 09:00:00,BOF-001,1594.59,574.78,1.77,2.22,1.75,508.43
2024-06-03 09:15:00,BOF-001,1704.81,579.51,1.46,1.84,1.31,462.71
2024-06-03 09:30:00,BOF-001,1696.78,592.43,1.49,3.77,1.52,498.73
2024-06-03 09:45:00,BOF-001,1732.33,641.07,1.76,2.61,1.61,455.04
2024-06-03 10:00:00,BOF-001,1661.37,582.51,1.86,2.87,1.53,429.46
2024-06-03 10:15:00,BOF-001,1529.27,551.68,1.96,3.13,1.34,472.84
2024-06-03 10:30:00,BOF-001,1550.35,652.23,1.62,2.83,1.69,440.39
2024-06-03 10:45:00,BOF-001,1687.93,545.87,1.75,2.28,1.58,445.6
2024-06-03 11:00:00,BOF-001,1658.14,670.57,1.64,3.58,1.53,466.28
2024-06-03 11:15:00,BOF-001,1557.27,544.76,2.02,2.67,1.36,552.88
2024-06-03 11:30:00,BOF-001,1622.61,588.22,2.06,3.34,1.73,511.08
2024-06-03 11:45:00,BOF-001,1801.98,586.87,2.19,3.84,1.56,384.7
2024-06-03 12:00:00,BOF-001,1724.53,790.56,1.87,2.21,1.54,414.86
2024-06-03 12:15:00,BOF-001,1769.89,620.96,2.17,3.48,1.56,455.5
2024-06-03 12:30:00,BOF-001,1555.66,658.44,1.66,3.06,1.6,458.7
2024-06-03 12:45:00,BOF-001,1783.63,554.42,1.84,2.45,1.88,446.85
2024-06-03 13:00:00,BOF-001,1608.38,548.22,1.59,3.25,1.49,448.57
2024-06-03 13:15:00,BOF-001,1775.78,631.5,1.91,3.06,1.28,411.63
2024-06-03 13:30:00,BOF-001,1678.66,668.19,1.86,2.63,1.42,472.27
2024-06-03 13:45:00,BOF-001,1700.28,636.62,1.31,4.14,1.7,454.76
2024-06-03 14:00:00,BOF-001,1705.57,622.1,2.02,3.23,1.42,449.5
2024-06-03 14:15:00,BOF-001,1657.9,635.62,1.97,2.34,1.96,470.22
2024-06-03 14:30:00,BOF-001,1696.68,559.57,1.69,3.2,1.38,468.4
2024-06-03 14:45:00,BOF-001,1568.49,593.02,2.68,6.26,1.55,425.79
2024-06-03 15:00:00,BOF-001,1639.68,453.37,1.5,2.32,1.47,457.77
2024-06-03 15:15:00,BOF-001,1712.46,596.9,1.65,2.86,1.47,450.42
2024-06-03 15:30:00,BOF-001,1658.71,615.89,2.13,3.23,1.42,469.46
2024-06-03 15:45:00,BOF-001,1621.94,599.24,1.57,2.44,1.54,483.71
2024-06-03 16:00:00,BOF-001,1668.7,586.66,1.8,2.16,1.65,442.34
2024-06-03 16:15:00,BOF-001,1540.88,565.47,1.52,2.17,1.33,469.39
2024-06-03 16:30:00,BOF-001,1733.69,595.67,1.87,2.21,1.47,455.31
2024-06-03 16:45:00,BOF-001,1483.69,561.12,1.91,3.32,1.48,412.51
2024-06-03 17:00:00,BOF-001,1648.0,597.18,1.94,3.25,1.98,605.69
2024-06-03 17:15:00,BOF-001,1710.82,609.75,1.89,2.45,1.62,427.42
2024-06-03 17:30:00,BOF-001,1656.52,580.18,2.09,2.87,1.62,482.43
2024-06-03 17:45:00,BOF-001,1612.47,622.41,1.69,2.21,1.52,414.13
2024-06-03 18:00:00,BOF-001,1737.97,630.89,0.47,2.61,0.87,523.48
2024-06-03 18:15:00,BOF-001,1594.89,677.74,1.68,2.6,1.61,476.63
2024-06-03 18:30:00,BOF-001,1784.78,588.55,1.53,3.18,1.47,456.59
2024-06-03 18:45:00,BOF-001,1633.21,622.01,1.82,3.71,1.6,441.21
2024-06-03 19:00:00,BOF-001,1630.38,569.73,1.77,2.34,1.74,394.08
2024-06-03 19:15:00,BOF-001,1708.25,566.77,1.9,2.5,1.5,395.06
2024-06-03 19:30:00,BOF-001,1625.18,589.43,1.48,3.16,1.2,376.0
2024-06-03 19:45:00,BOF-001,1657.68,478.23,1.8,-0.45,1.43,424.4
2024-06-03 20:00:00,BOF-001,1695.7,583.52,2.04,2.45,1.6,519.02
2024-06-03 20:15:00,BOF-001,1551.97,617.16,1.91,3.51,1.52,457.02
2024-06-03 20:30:00,BOF-001,1699.03,559.16,1.42,3.73,1.37,462.65
2024-06-03 20:45:00,BOF-001,1514.53,613.5,1.8,2.44,1.43,448.15
2024-06-03 21:00:00,BOF-001,1648.96,583.82,1.65,2.5,1.7,410.08
2024-06-03 21:15:00,BOF-001,1621.48,647.67,1.8,3.4,1.99,435.68
2024-06-03 21:30:00,BOF-001,1545.1,627.36,1.72,0.89,1.39,483.62
2024-06-03 21:45:00,BOF-001,1785.32,603.79,2.15,2.82,1.52,462.36
2024-06-03 22:00:00,BOF-001,1663.39,598.76,1.82,2.58,1.45,377.52
2024-06-03 22:15:00,BOF-001,1597.78,584.54,1.86,3.3,1.48,502.27
2024-06-03 22:30:00,BOF-001,1661.36,520.0,1.79,3.19,1.55,447.14
2024-06-03 22:45:00,BOF-001,1848.94,603.32,1.89,2.95,1.53,426.96
2024-06-03 23:00:00,BOF-001,1570.37,741.08,1.76,4.08,1.5,441.56
2024-06-03 23:15:00,BOF-001,1702.64,571.69,1.95,3.12,1.44,436.71
2024-06-03 23:30:00,BOF-001,1576.84,575.3,1.72,5.67,1.32,428.41
2024-06-03 23:45:00,BOF-001,1688.58,603.12,2.08,3.23,1.69,466.71
2024-06-04 00:00:00,BOF-001,1597.27,562.02,1.9,2.57,1.69,425.22
2024-06-04 00:15:00,BOF-001,1326.01,578.07,1.77,2.88,1.5,423.93
2024-06-04 00:30:00,BOF-001,1662.65,586.76,1.97,3.44,1.58,453.91
2024-06-04 00:45:00,BOF-001,1755.6,603.72,1.9,3.49,1.5,460.72
2024-06-04 01:00:00,BOF-001,1532.09,661.85,1.97,1.21,1.42,471.09
2024-06-04 01:15:00,BOF-001,1785.97,598.56,1.82,2.64,1.51,469.54
2024-06-04 01:30:00,BOF-001,1496.54,611.45,1.75,2.67,1.51,454.35
2024-06-04 01:45:00,BOF-001,1676.21,597.74,1.83,2.97,1.65,396.71
2024-06-04 02:00:00,BOF-001,1654.83,608.99,1.7,2.45,0.95,487.56
2024-06-04 02:15:00,BOF-001,1639.49,604.53,2.0,2.8,1.67,479.73
2024-06-04 02:30:00,BOF-001,1652.9,629.01,0.94,2.93,1.48,457.94
2024-06-04 02:45:00,BOF-001,1691.75,650.59,1.92,1.97,1.81,443.49
2024-06-04 03:00:00,BOF-001,1686.94,595.53,2.08,2.87,1.65,432.37
2024-06-04 03:15:00,BOF-001,1635.64,589.06,2.03,3.56,1.64,473.53
2024-06-04 03:30:00,BOF-001,1706.26,671.17,1.75,2.24,1.51,395.35
2024-06-04 03:45:00,BOF-001,1631.63,651.1,1.97,3.07,1.53,461.7
2024-06-04 04:00:00,BOF-001,1657.48,610.54,1.54,3.03,1.53,333.34
2024-06-04 04:15:00,BOF-001,1742.62,637.79,2.87,1.9,1.52,384.01
2024-06-04 04:30:00,BOF-001,1744.93,648.92,1.56,2.77,1.46,507.18
2024-06-04 04:45:00,BOF-001,1733.82,593.5,1.78,2.93,1.74,520.42
2024-06-04 05:00:00,BOF-001,1568.0,629.37,1.51,3.74,1.46,513.81
2024-06-04 05:15:00,BOF-001,1684.1,605.43,2.02,2.77,1.56,470.75
2024-06-04 05:30:00,BOF-001,1686.92,606.3,1.72,3.21,1.52,505.25
2024-06-04 05:45:00,BOF-001,1791.41,624.48,0.84,2.56,1.25,442.12
2024-06-04 06:00:00,BOF-001,1713.43,653.04,1.78,3.17,1.51,519.6
2024-06-04 06:15:00,BOF-001,1599.84,616.95,1.43,3.51,1.47,455.0
2024-06-04 06:30:00,BOF-001,1619.46,628.44,1.7,2.0,1.44,536.85
2024-06-04 06:45:00,BOF-001,1446.6,628.23,1.69,3.07,1.4,263.73
