timestamp,equipment_id,temperature,pressure,gas_flow,burden_level,cooling_water_temp,vibration
2024-06-01 16:45:00,BF-002,1251.37,2.41,4504.0,76.82,31.03,2.2
2024-06-01 17:00:00,BF-002,1222.37,3.72,4422.34,112.77,33.52,3.08
2024-06-01 17:15:00,BF-002,1203.01,2.64,4455.48,87.25,30.44,2.86
2024-06-01 17:30:00,BF-002,1262.69,2.7,4370.1,82.37,33.54,2.5
2024-06-01 17:45:00,BF-002,1159.82,2.81,4497.58,77.94,32.27,3.6
2024-06-01 18:00:00,BF-002,1193.46,2.53,4164.59,88.56,32.95,2.55
2024-06-01 18:15:00,BF-002,1207.98,2.26,4505.2,77.06,37.01,3.03
2024-06-01 18:30:00,BF-002,1179.24,2.67,3988.36,86.87,34.97,2.19
2024-06-01 18:45:00,BF-002,1160.22,2.21,4352.25,64.39,37.0,1.06
2024-06-01 19:00:00,BF-002,1243.74,2.6,4402.83,87.5,41.66,2.61
2024-06-01 19:15:00,BF-002,1214.2,2.52,4131.3,82.47,29.94,2.72
2024-06-01 19:30:00,BF-002,1231.2,2.52,4752.65,92.3,33.37,2.71
2024-06-01 19:45:00,BF-002,1158.82,2.48,4480.34,75.78,31.91,1.78
2024-06-01 20:00:00,BF-002,1241.5,2.8,4348.3,87.88,32.91,3.99
2024-06-01 20:15:00,BF-002,1168.84,2.69,4876.25,83.27,36.13,1.95
2024-06-01 20:30:00,BF-002,1212.36,2.71,4544.01,81.48,40.31,2.55
2024-06-01 20:45:00,BF-002,1298.98,2.36,4569.74,91.28,36.93,2.63
2024-06-01 21:00:00,BF-002,1242.6,2.01,4451.68,79.91,36.46,2.91
2024-06-01 21:15:00,BF-002,1216.96,2.38,4388.41,86.17,38.12,2.16
2024-06-01 21:30:00,BF-002,1267.52,2.63,4537.69,85.61,39.48,2.76
2024-06-01 21:45:00,BF-002,1171.52,2.51,3020.94,78.85,40.39,3.31
2024-06-01 22:00:00,BF-002,1224.53,3.34,4121.61,89.13,51.42,2.27
2024-06-01 22:15:00,BF-002,1158.41,2.57,4195.12,95.11,32.11,2.25
2024-06-01 22:30:00,BF-002,1181.91,2.42,4017.34,93.1,33.98,2.0
2024-06-01 22:45:00,BF-002,1279.54,2.51,4589.11,86.99,28.85,2.62
2024-06-01 23:00:00,BF-002,1213.68,1.9,4341.84,54.86,37.3,2.06
2024-06-01 23:15:00,BF-002,1270.36,2.73,4727.33,89.08,32.45,2.85
2024-06-01 23:30:00,BF-002,1194.87,2.68,4441.65,89.84,32.85,2.26
2024-06-01 23:45:00,BF-002,1442.87,3.13,4308.12,85.45,36.06,2.38
2024-06-02 00:00:00,BF-002,1202.59,2.29,4453.37,73.05,29.16,2.0
2024-06-02 00:15:00,BF-002,1206.69,2.35,4689.05,77.22,38.1,3.58
2024-06-02 00:30:00,BF-002,1201.21,2.55,4416.75,87.3,36.67,2.55
2024-06-02 00:45:00,BF-002,1218.03,2.49,4716.2,86.62,33.7,1.92
2024-06-02 01:00:00,BF-002,1187.06,2.97,4686.06,82.69,34.85,2.64
2024-06-02 01:15:00,BF-002,1130.55,2.38,4352.01,86.37,32.99,1.65
2024-06-02 01:30:00,BF-002,1198.21,2.45,4368.72,77.68,42.81,2.17
2024-06-02 01:45:00,BF-002,1206.62,2.33,4357.66,84.1,32.25,2.71
2024-06-02 02:00:00,BF-002,1281.74,2.96,4225.59,83.32,35.97,2.76
2024-06-02 02:15:00,BF-002,1086.98,2.65,4168.88,75.18,34.21,2.95
2024-06-02 02:30:00,BF-002,1280.87,2.97,4366.66,85.44,35.16,3.15
2024-06-02 02:45:00,BF-002,1252.41,3.37,3978.83,77.37,36.54,2.41
2024-06-02 03:00:00,BF-002,1234.28,2.27,4238.56,89.38,36.65,2.95
2024-06-02 03:15:00,BF-002,1207.71,2.82,4560.53,86.67,33.93,2.9
2024-06-02 03:30:00,BF-002,1148.98,2.42,4185.25,81.66,31.51,-0.04
2024-06-02 03:45:00,BF-002,1297.54,2.29,4719.42,79.91,32.8,1.76
2024-06-02 04:00:00,BF-002,1261.73,2.06,4581.17,78.04,33.62,2.63
2024-06-02 04:15:00,BF-002,1212.54,3.14,4832.04,82.62,33.21,2.35
2024-06-02 04:30:00,BF-002,1387.74,2.8,4874.3,88.86,21.05,3.15
2024-06-02 04:45:00,BF-002,1194.56,2.43,4609.51,83.31,36.34,2.55
2024-06-02 05:00:00,BF-002,1229.72,2.69,4342.82,84.14,30.93,2.3
2024-06-02 05:15:00,BF-002,1197.78,1.96,4129.12,79.47,34.85,2.34
2024-06-02 05:30:00,BF-002,1215.4,2.47,4165.84,82.47,30.1,2.32
2024-06-02 05:45:00,BF-002,1221.9,2.27,4853.13,83.87,38.27,2.58
2024-06-02 06:00:00,BF-002,1321.52,2.93,4161.7,85.62,33.16,2.66
2024-06-02 06:15:00,BF-002,1154.49,2.95,4417.11,84.12,32.82,2.4
2024-06-02 06:30:00,BF-002,1208.0,2.77,4700.96,87.24,32.31,2.34
2024-06-02 06:45:00,BF-002,1261.37,2.78,4285.25,88.27,40.12,2.02
2024-06-02 07:00:00,BF-002,1241.33,2.31,4724.03,92.64,38.98,3.22
2024-06-02 07:15:00,BF-002,1233.87,2.72,4447.54,86.1,35.16,2.36
2024-06-02 07:30:00,BF-002,1350.57,2.09,4504.03,87.1,33.49,2.62
2024-06-02 07:45:00,BF-002,1529.28,2.05,4402.83,82.39,41.23,2.71
2024-06-02 08:00:00,BF-002,1168.76,2.47,4276.6,92.69,36.49,2.64
2024-06-02 08:15:00,BF-002,1163.02,2.66,4599.26,82.65,34.23,2.27
2024-06-02 08:30:00,BF-002,1198.08,2.68,4574.54,88.01,33.32,2.8
2024-06-02 08:45:00,BF-002,1178.19,2.12,4608.13,82.54,37.45,3.22
2024-06-02 09:00:00,BF-002,1203.97,2.03,4663.31,84.28,34.34,2.84
2024-06-02 09:15:00,BF-002,1216.9,2.36,4375.2,85.1,30.98,2.72
2024-06-02 09:30:00,BF-002,1213.67,2.24,4574.44,75.23,35.52,2.82
2024-06-02 09:45:00,BF-002,1077.14,2.68,4641.63,85.99,35.72,2.53
2024-06-02 10:00:00,BF-002,1162.22,0.53,3468.29,84.6,24.42,2.36
2024-06-02 10:15:00,BF-002,1235.8,3.08,4379.64,81.63,36.52,3.46
2024-06-02 10:30:00,BF-002,1282.18,2.61,4533.51,79.98,34.03,3.27
2024-06-02 10:45:00,BF-002,1179.81,2.46,4062.94,81.8,35.02,2.26
2024-06-02 11:00:00,BF-002,1180.06,2.16,4537.71,79.69,34.97,3.07
2024-06-02 11:15:00,BF-002,1195.54,2.1,4239.8,82.5,30.98,2.73
2024-06-02 11:30:00,BF-002,1286.23,2.4,4466.12,81.65,37.11,2.56
2024-06-02 11:45:00,BF-002,1202.69,2.33,4378.65,83.26,36.65,3.25
2024-06-02 12:00:00,BF-002,1087.91,1.98,4472.1,88.81,37.97,2.56
2024-06-02 12:15:00,BF-002,1289.38,2.91,4151.89,80.45,31.97,2.63
2024-06-02 12:30:00,BF-002,1234.58,2.17,4603.45,82.08,33.73,2.74
2024-06-02 12:45:00,BF-002,1135.35,2.61,4644.55,85.58,38.33,1.88
2024-06-02 13:00:00,BF-002,1174.44,2.63,4266.85,80.1,33.27,2.64
2024-06-02 13:15:00,BF-002,1160.22,2.01,4189.97,88.81,40.39,1.81
2024-06-02 13:30:00,BF-002,1189.55,2.38,4280.32,80.18,46.58,2.79
2024-06-02 13:45:00,BF-002,1274.36,2.08,4610.82,85.67,33.3,2.77
2024-06-02 14:00:00,BF-002,1106.65,2.62,4449.12,90.31,33.61,3.09
2024-06-02 14:15:00,BF-002,1182.83,2.52,4421.48,80.08,37.29,2.81
2024-06-02 14:30:00,BF-002,1205.56,2.48,4432.36,81.0,40.0,3.79
2024-06-02 14:45:00,BF-002,1196.53,2.25,4328.2,82.75,24.95,1.79
2024-06-02 15:00:00,BF-002,1160.17,2.85,4528.89,109.97,27.14,2.49
2024-06-02 15:15:00,BF-002,1259.5,2.39,3706.83,84.35,34.76,3.02
2024-06-02 15:30:00,BF-002,1192.06,2.06,5300.53,84.91,35.37,3.07
2024-06-02 15:45:00,BF-002,1185.64,2.22,4587.22,87.53,36.18,5.01
2024-06-02 16:00:00,BF-002,1217.31,1.9,5646.7,84.06,34.76,3.09
2024-06-02 16:15:00,BF-002,1185.99,2.3,4449.93,77.67,38.92,1.77
2024-06-02 16:30:00,BF-002,1172.32,2.23,4737.94,91.37,32.34,2.1
2024-06-02 16:45:00,BF-002,1336.14,2.71,4660.42,87.16,31.91,2.71
2024-06-02 17:00:00,BF-002,1309.5,2.67,4464.11,78.63,33.16,2.64
2024-06-02 17:15:00,BF-002,1239.66,2.56,4648.16,84.08,42.81,6.06
2024-06-02 17:30:00,BF-002,1180.88,2.78,4118.8,88.93,34.46,2.95
2024-06-02 17:45:00,BF-002,1263.57,2.15,4023.19,80.46,38.45,2.28
2024-06-02 18:00:00,BF-002,1226.17,2.6,4321.8,89.62,38.39,3.13
2024-06-02 18:15:00,BF-002,1201.93,2.07,4261.28,80.16,29.84,2.78
2024-06-02 18:30:00,BF-002,1148.55,2.36,4414.08,87.15,34.83,2.91
2024-06-02 18:45:00,BF-002,1158.61,2.6,4690.68,72.19,38.36,2.9
2024-06-02 19:00:00,BF-002,1248.42,2.34,4420.64,89.72,43.59,2.38
2024-06-02 19:15:00,BF-002,1237.61,1.51,4650.41,75.57,38.24,2.99
2024-06-02 19:30:00,BF-002,1131.35,2.4,4645.95,90.96,33.97,2.67
2024-06-02 19:45:00,BF-002,1179.62,2.74,4112.33,79.17,39.38,2.95
2024-06-02 20:00:00,BF-002,1234.0,2.42,4606.36,94.42,33.71,3.24
2024-06-02 20:15:00,BF-002,1255.62,2.54,4699.86,85.51,31.61,2.45
2024-06-02 20:30:00,BF-002,1225.72,2.39,4713.78,90.08,37.1,3.02
2024-06-02 20:45:00,BF-002,1177.18,2.55,4446.94,84.07,30.64,2.33
2024-06-02 21:00:00,BF-002,1211.8,3.02,4484.87,77.39,33.21,2.27
2024-06-02 21:15:00,BF-002,1189.46,2.96,4497.95,80.32,39.46,2.5
2024-06-02 21:30:00,BF-002,1219.1,2.35,4454.55,87.33,37.14,2.49
2024-06-02 21:45:00,BF-002,1273.9,2.43,4264.05,99.5,32.41,2.73
2024-06-02 22:00:00,BF-002,1160.89,2.52,4309.58,92.21,35.42,1.94
2024-06-02 22:15:00,BF-002,1214.05,2.69,4594.8,85.44,34.71,2.78
2024-06-02 22:30:00,BF-002,1361.55,3.06,4443.39,89.72,37.72,2.43
2024-06-02 22:45:00,BF-002,1186.86,2.89,4493.96,86.09,36.14,1.55
2024-06-02 23:00:00,BF-002,1193.01,2.42,4692.26,83.84,35.46,5.05
2024-06-02 23:15:00,BF-002,1265.68,2.62,4489.07,85.29,34.89,3.21
2024-06-02 23:30:00,BF-002,1228.98,2.57,4245.37,82.16,31.7,3.03
2024-06-02 23:45:00,BF-002,1176.04,2.32,4915.2,85.35,39.14,2.5
2024-06-03 00:00:00,BF-002,1232.48,2.8,4414.29,86.8,24.41,2.29
2024-06-03 00:15:00,BF-002,1172.06,1.75,4402.72,84.66,34.01,2.94
2024-06-03 00:30:00,BF-002,1110.54,2.8,4531.02,82.61,34.23,2.29
2024-06-03 00:45:00,BF-002,1084.77,2.62,4445.81,82.34,48.04,2.48
2024-06-03 01:00:00,BF-002,1225.04,1.96,4461.65,83.6,32.53,3.79
2024-06-03 01:15:00,BF-002,1185.78,2.19,4360.25,85.54,33.3,3.24
2024-06-03 01:30:00,BF-002,1001.14,1.88,4668.29,82.55,37.95,2.41
2024-06-03 01:45:00,BF-002,1219.36,3.01,4697.57,87.61,30.31,0.86
2024-06-03 02:00:00,BF-002,1213.03,2.2,4837.92,76.82,40.58,3.3
2024-06-03 02:15:00,BF-002,1177.46,2.77,3923.4,86.03,35.01,2.73
2024-06-03 02:30:00,BF-002,1226.08,2.78,4078.99,89.85,32.63,1.95
2024-06-03 02:45:00,BF-002,1072.21,2.46,5386.08,93.83,33.96,2.67
2024-06-03 03:00:00,BF-002,1099.04,2.3,4237.54,111.05,20.35,2.39
2024-06-03 03:15:00,BF-002,1474.63,2.65,4731.73,88.23,33.56,2.4
2024-06-03 03:30:00,BF-002,1267.26,2.56,4538.95,86.03,36.98,2.17
2024-06-03 03:45:00,BF-002,1142.73,2.78,4328.39,74.96,31.81,1.95
2024-06-03 04:00:00,BF-002,1206.68,2.15,4247.17,83.77,32.61,2.22
2024-06-03 04:15:00,BF-002,1165.83,2.81,4343.46,87.45,35.73,2.88
2024-06-03 04:30:00,BF-002,1186.62,2.9,4313.46,74.14,33.14,3.0
2024-06-03 04:45:00,BF-002,1111.34,2.42,4740.4,89.91,40.88,3.57
2024-06-03 05:00:00,BF-002,1003.78,2.21,4488.67,85.6,37.49,2.26
2024-06-03 05:15:00,BF-002,1207.53,2.36,4275.32,81.49,36.54,2.11
2024-06-03 05:30:00,BF-002,1127.78,2.31,4559.29,86.34,35.33,2.95
2024-06-03 05:45:00,BF-002,1220.93,2.45,4555.7,92.03,33.96,1.76
2024-06-03 06:00:00,BF-002,1390.54,2.28,4448.99,80.17,34.23,1.51
2024-06-03 06:15:00,BF-002,1165.56,2.64,4725.32,80.49,32.5,2.93
2024-06-03 06:30:00,BF-002,1298.41,2.69,3687.78,76.82,35.64,2.04
2024-06-03 06:45:00,BF-002,1225.8,2.39,4578.21,80.5,31.26,2.16
2024-06-03 07:00:00,BF-002,1264.51,1.91,4111.49,80.19,39.38,2.82
2024-06-03 07:15:00,BF-002,1191.94,2.63,3801.75,83.98,35.18,2.54
2024-06-03 07:30:00,BF-002,1118.75,2.06,4613.58,85.21,39.11,2.37
2024-06-03 07:45:00,BF-002,1083.82,2.57,4556.71,77.95,37.68,1.85
2024-06-03 08:00:00,BF-002,1149.31,2.52,4499.81,108.1,34.79,2.23
2024-06-03 08:15:00,BF-002,1267.39,2.4,4621.15,86.24,36.34,2.26
2024-06-03 08:30:00,BF-002,1174.51,2.69,4573.72,86.12,20.3,0.51
2024-06-03 08:45:00,BF-002,1252.06,2.61,4644.75,80.6,34.71,2.81
2024-06-03 09:00:00,BF-002,1141.68,2.62,4562.51,94.6,32.67,2.67
2024-06-03 09:15:00,BF-002,1166.87,2.75,4636.03,88.15,40.0,2.4
2024-06-03 09:30:00,BF-002,1174.08,2.38,4625.97,78.29,35.56,2.57
2024-06-03 09:45:00,BF-002,1211.26,2.37,4483.24,77.02,37.54,3.4
2024-06-03 10:00:00,BF-002,1132.39,2.82,4493.78,80.95,33.69,2.69
2024-06-03 10:15:00,BF-002,1160.28,2.69,4515.51,85.44,39.73,3.23
2024-06-03 10:30:00,BF-002,1188.34,2.36,4251.14,92.22,32.83,2.22
2024-06-03 10:45:00,BF-002,1132.86,1.9,4191.03,81.61,34.66,2.4
2024-06-03 11:00:00,BF-002,1112.02,2.62,4600.73,77.25,33.59,2.34
2024-06-03 11:15:00,BF-002,1201.43,2.65,4611.46,86.43,35.82,2.7
2024-06-03 11:30:00,BF-002,1133.63,2.14,4494.88,82.64,43.49,2.74
2024-06-03 11:45:00,BF-002,1260.73,2.25,4571.11,85.54,36.77,2.78
2024-06-03 12:00:00,BF-002,1262.11,2.38,4631.27,84.17,35.79,1.33
2024-06-03 12:15:00,BF-002,1170.83,2.64,4587.13,83.64,34.52,2.06
2024-06-03 12:30:00,BF-002,1230.1,3.25,4612.1,90.12,31.8,2.63
2024-06-03 12:45:00,BF-002,1203.45,2.84,4240.78,87.94,34.76,3.43
2024-06-03 13:00:00,BF-002,1253.39,2.05,4829.16,86.07,34.68,2.25
2024-06-03 13:15:00,BF-002,1177.09,2.37,4564.67,74.22,37.69,3.62
2024-06-03 13:30:00,BF-002,1225.52,2.47,4687.13,83.73,34.13,1.83
2024-06-03 13:45:00,BF-002,1215.59,2.65,4616.91,89.31,32.06,2.62
2024-06-03 14:00:00,BF-002,1213.04,2.26,4293.83,80.12,29.69,2.42
2024-06-03 14:15:00,BF-002,1169.2,2.68,4362.73,83.85,55.0,2.25
2024-06-03 14:30:00,BF-002,1259.29,2.35,4395.02,84.72,34.46,2.95
2024-06-03 14:45:00,BF-002,1425.16,2.67,4729.78,86.12,35.99,2.46
2024-06-03 15:00:00,BF-002,1179.29,2.52,4307.49,82.94,45.61,1.75
2024-06-03 15:15:00,BF-002,1163.99,3.11,4249.4,87.07,33.2,1.52
2024-06-03 15:30:00,BF-002,1167.01,2.79,4585.85,86.9,34.71,1.97
2024-06-03 15:45:00,BF-002,1188.01,2.89,4850.55,80.41,32.49,2.82
2024-06-03 16:00:00,BF-002,1222.49,2.18,4331.67,81.05,33.9,2.4
2024-06-03 16:15:00,BF-002,1239.17,2.34,4786.71,85.85,37.14,3.02
2024-06-03 16:30:00,BF-002,1206.43,2.6,4649.27,92.31,37.11,2.43
2024-06-03 16:45:00,BF-002,1270.81,2.13,4415.69,90.0,33.49,2.64
2024-06-03 17:00:00,BF-002,1205.88,2.81,4235.47,82.16,34.31,3.26
2024-06-03 17:15:00,BF-002,1110.22,2.54,4432.54,80.97,29.22,2.41
2024-06-03 17:30:00,BF-002,1142.28,2.83,4341.79,83.09,29.99,3.48
2024-06-03 17:45:00,BF-002,1235.0,2.64,4740.06,92.67,33.46,2.84
2024-06-03 18:00:00,BF-002,1183.73,2.51,4493.31,84.92,35.13,2.03
2024-06-03 18:15:00,BF-002,1180.31,2.46,4596.25,85.91,31.19,1.9
2024-06-03 18:30:00,BF-002,1151.78,2.27,3585.52,80.87,37.11,1.78
2024-06-03 18:45:00,BF-002,1179.99,2.25,4372.02,85.12,37.55,2.52
2024-06-03 19:00:00,BF-002,1180.73,2.77,4514.45,77.4,32.47,1.69
2024-06-03 19:15:00,BF-002,1224.53,2.7,4700.24,78.07,15.86,3.38
2024-06-03 19:30:00,BF-002,1187.77,2.87,4484.8,85.4,36.23,3.62
2024-06-03 19:45:00,BF-002,1542.93,2.34,4446.85,86.15,49.53,1.7
2024-06-03 20:00:00,BF-002,1167.25,2.84,4638.06,82.91,33.75,2.63
2024-06-03 20:15:00,BF-002,1210.22,2.45,4239.96,86.59,37.81,1.52
2024-06-03 20:30:00,BF-002,1117.21,2.67,4059.32,78.54,34.92,2.86
2024-06-03 20:45:00,BF-002,1232.95,2.89,4557.61,57.47,35.18,2.97
2024-06-03 21:00:00,BF-002,1128.96,3.12,4019.97,81.8,34.44,2.5
2024-06-03 21:15:00,BF-002,1228.5,2.82,4860.36,84.56,37.81,2.65
2024-06-03 21:30:00,BF-002,1107.97,2.56,4539.26,83.48,40.95,2.17
2024-06-03 21:45:00,BF-002,1148.32,2.67,4664.84,96.32,37.56,2.52
2024-06-03 22:00:00,BF-002,1241.89,2.87,4763.62,80.23,31.46,2.86
2024-06-03 22:15:00,BF-002,1278.22,2.71,5123.45,84.98,34.24,2.41
2024-06-03 22:30:00,BF-002,1064.18,2.38,5449.0,98.94,29.16,3.11
2024-06-03 22:45:00,BF-002,1145.51,2.68,4351.17,88.05,41.17,2.16
2024-06-03 23:00:00,BF-002,1291.48,1.87,4441.07,84.8,36.06,2.34
2024-06-03 23:15:00,BF-002,1207.1,3.04,4789.88,89.08,32.59,1.47
2024-06-03 23:30:00,BF-002,1148.39,2.52,4686.45,88.15,35.79,3.66
2024-06-03 23:45:00,BF-002,1273.85,2.16,4456.28,79.48,40.66,1.5
2024-06-04 00:00:00,BF-002,961.32,1.97,4749.12,56.25,32.49,3.06
2024-06-04 00:15:00,BF-002,1205.5,2.74,4590.56,85.48,33.29,2.71
2024-06-04 00:30:00,BF-002,1104.14,2.04,4456.58,82.6,31.48,2.5
2024-06-04 00:45:00,BF-002,1304.8,2.6,4535.41,96.37,36.7,2.06
2024-06-04 01:00:00,BF-002,1213.12,2.82,4580.52,90.6,34.58,2.27
2024-06-04 01:15:00,BF-002,1184.52,2.45,4527.35,90.59,28.53,2.3
2024-06-04 01:30:00,BF-002,1273.09,2.05,5753.16,73.15,36.01,2.24
2024-06-04 01:45:00,BF-002,1154.17,2.12,4470.05,82.05,37.85,1.44
2024-06-04 02:00:00,BF-002,1145.32,2.22,4223.52,84.95,33.4,2.79
2024-06-04 02:15:00,BF-002,1151.34,2.46,4562.51,81.32,34.86,2.83
2024-06-04 02:30:00,BF-002,1181.0,2.86,4441.71,81.87,34.39,2.33
2024-06-04 02:45:00,BF-002,1201.34,2.5,4231.47,83.71,37.06,2.48
2024-06-04 03:00:00,BF-002,1232.01,3.15,4632.88,85.62,30.03,2.79
2024-06-04 03:15:00,BF-002,1137.45,2.81,3778.47,98.53,33.03,1.81
2024-06-04 03:30:00,BF-002,1215.16,2.59,4557.7,81.64,34.08,1.69
2024-06-04 03:45:00,BF-002,1169.87,2.48,5056.35,89.23,37.31,2.5
2024-06-04 04:00:00,BF-002,1194.6,2.35,4501.03,92.32,35.01,2.34
2024-06-04 04:15:00,BF-002,1465.52,1.53,4610.7,80.02,31.07,2.29
2024-06-04 04:30:00,BF-002,1224.64,2.66,4646.42,95.06,33.27,2.8
2024-06-04 04:45:00,BF-002,1228.81,2.6,4661.69,86.18,38.78,2.3
2024-06-04 05:00:00,BF-002,1169.19,2.35,4289.07,51.1,31.03,2.72
2024-06-04 05:15:00,BF-002,1296.27,2.19,4537.95,91.11,38.08,3.39
2024-06-04 05:30:00,BF-002,1233.6,3.06,4359.79,76.91,54.64,3.55
2024-06-04 05:45:00,BF-002,1178.76,2.69,4348.25,92.29,38.66,2.93
2024-06-04 06:00:00,BF-002,1257.05,2.61,4477.96,89.87,38.3,1.31
2024-06-04 06:15:00,BF-002,1228.45,2.65,4415.82,79.8,39.09,2.82
2024-06-04 06:30:00,BF-002,1136.85,2.83,4292.75,83.05,29.61,3.28
2024-06-04 06:45:00,BF-002,1210.0,1.33,4564.38,88.42,38.93,2.63
